Some weights of the model checkpoint at bert-base-uncased were not used when initializing BertModel: ['cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.bias', 'cls.seq_relationship.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Model Initialized
Starting training epoch 0
Iter: 0 | Loss: 0.7589778304100037 | Accuracy: 0.0
Iter: 400 | Loss: 0.5621548959612847 | Accuracy: 0.24
Iter: 500 | Loss: 0.5638738498091698 | Accuracy: 0.3
Iter: 600 | Loss: 0.5608791530132293 | Accuracy: 0.32
Iter: 700 | Loss: 0.5679815807938575 | Accuracy: 0.26
Iter: 800 | Loss: 0.5631310829520225 | Accuracy: 0.25
Iter: 900 | Loss: 0.5618657296895981 | Accuracy: 0.3
Iter: 1000 | Loss: 0.5656554004549981 | Accuracy: 0.29
Iter: 1100 | Loss: 0.5634785774350166 | Accuracy: 0.28
Iter: 1200 | Loss: 0.5563411629199981 | Accuracy: 0.26
Iter: 1300 | Loss: 0.5552940130233764 | Accuracy: 0.31
Iter: 1400 | Loss: 0.5618594527244568 | Accuracy: 0.29
Iter: 1500 | Loss: 0.5536446389555931 | Accuracy: 0.35
Iter: 1600 | Loss: 0.561208170056343 | Accuracy: 0.32
Iter: 1700 | Loss: 0.5596605196595192 | Accuracy: 0.37
Iter: 1800 | Loss: 0.5620569697022438 | Accuracy: 0.33
Iter: 1900 | Loss: 0.5635500943660736 | Accuracy: 0.26
Iter: 2000 | Loss: 0.5606241092085839 | Accuracy: 0.35
Iter: 2100 | Loss: 0.5604151636362076 | Accuracy: 0.29
Iter: 2200 | Loss: 0.5626033172011375 | Accuracy: 0.29
Iter: 2300 | Loss: 0.5585289931297303 | Accuracy: 0.34
Iter: 2400 | Loss: 0.5619173181056977 | Accuracy: 0.33
Iter: 2500 | Loss: 0.5591689813137054 | Accuracy: 0.29
Iter: 2600 | Loss: 0.5565311959385872 | Accuracy: 0.37
Iter: 2700 | Loss: 0.5567072433233261 | Accuracy: 0.34
Iter: 2800 | Loss: 0.5571295115351677 | Accuracy: 0.32
Iter: 2900 | Loss: 0.558487195968628 | Accuracy: 0.38
Iter: 3000 | Loss: 0.5603164952993392 | Accuracy: 0.32
Iter: 3100 | Loss: 0.561973172724247 | Accuracy: 0.3
Iter: 3200 | Loss: 0.559568644464016 | Accuracy: 0.34
Iter: 3300 | Loss: 0.5622680792212487 | Accuracy: 0.29
Iter: 3400 | Loss: 0.550370392203331 | Accuracy: 0.5
Iter: 3500 | Loss: 0.5557687178254127 | Accuracy: 0.36
Iter: 3600 | Loss: 0.5540418231487274 | Accuracy: 0.36
Iter: 3700 | Loss: 0.5541430935263634 | Accuracy: 0.4
Iter: 3800 | Loss: 0.5575569254159928 | Accuracy: 0.35
Iter: 3900 | Loss: 0.556726468205452 | Accuracy: 0.36
Iter: 4000 | Loss: 0.553037713766098 | Accuracy: 0.34
Iter: 4100 | Loss: 0.5524087849259377 | Accuracy: 0.43
Iter: 4200 | Loss: 0.5567835527658462 | Accuracy: 0.38
Iter: 4300 | Loss: 0.5540014597773552 | Accuracy: 0.42
Iter: 4400 | Loss: 0.5625398594141007 | Accuracy: 0.28
Iter: 4500 | Loss: 0.5567634770274162 | Accuracy: 0.35
Iter: 4600 | Loss: 0.5529844585061073 | Accuracy: 0.37
Iter: 4700 | Loss: 0.5483161008358002 | Accuracy: 0.43
Iter: 4800 | Loss: 0.5589046573638916 | Accuracy: 0.31
Iter: 4900 | Loss: 0.5532231643795967 | Accuracy: 0.44
Iter: 4956 | Loss: 0.5585695313555854 | Accuracy: 0.39285714285714285
Validating epoch 1
Saving model...
Epoch: 1 complete | Train Loss: 0.5588125586509705 | Train Accuracy: 0.33145047407706274 | Valid Accuracy: 0.434
Starting training epoch 2
Iter: 0 | Loss: 0.5453783273696899 | Accuracy: 0.0
Iter: 100 | Loss: 0.5575452437996864 | Accuracy: 0.33
Iter: 200 | Loss: 0.5613781863451004 | Accuracy: 0.3
Iter: 300 | Loss: 0.565378831923008 | Accuracy: 0.21
Iter: 400 | Loss: 0.5580043795704842 | Accuracy: 0.35
Iter: 500 | Loss: 0.5613239896297455 | Accuracy: 0.3
Iter: 600 | Loss: 0.5571182903647423 | Accuracy: 0.33
Iter: 700 | Loss: 0.5588697344064713 | Accuracy: 0.38
Iter: 800 | Loss: 0.5583390235900879 | Accuracy: 0.37
Iter: 900 | Loss: 0.560703461766243 | Accuracy: 0.32
Iter: 1000 | Loss: 0.5596734017133713 | Accuracy: 0.31
Iter: 1100 | Loss: 0.5578182423114777 | Accuracy: 0.3
Iter: 1200 | Loss: 0.5575926554203033 | Accuracy: 0.34
Iter: 1300 | Loss: 0.5563750597834587 | Accuracy: 0.35
Iter: 1400 | Loss: 0.5563685336709022 | Accuracy: 0.39
Iter: 1500 | Loss: 0.5548704665899277 | Accuracy: 0.37
Iter: 1600 | Loss: 0.5494315519928932 | Accuracy: 0.45
Iter: 1700 | Loss: 0.551775712966919 | Accuracy: 0.43
Iter: 1800 | Loss: 0.5623436725139618 | Accuracy: 0.24
Iter: 1900 | Loss: 0.5576658135652542 | Accuracy: 0.35
Iter: 2000 | Loss: 0.5510057738423347 | Accuracy: 0.41
Iter: 2100 | Loss: 0.5574103686213493 | Accuracy: 0.38
Iter: 2200 | Loss: 0.5558448451757431 | Accuracy: 0.41
Iter: 2300 | Loss: 0.5639705100655555 | Accuracy: 0.24
Iter: 2400 | Loss: 0.5631097704172134 | Accuracy: 0.29
Iter: 2500 | Loss: 0.5573351356387138 | Accuracy: 0.33
Iter: 2600 | Loss: 0.5528380888700485 | Accuracy: 0.37
Iter: 2700 | Loss: 0.5542354270815849 | Accuracy: 0.34
Iter: 2800 | Loss: 0.549068221449852 | Accuracy: 0.46
Iter: 2900 | Loss: 0.5499925574660302 | Accuracy: 0.4
Iter: 3000 | Loss: 0.5581176093220711 | Accuracy: 0.29
Iter: 3100 | Loss: 0.5584468093514442 | Accuracy: 0.37
Iter: 3200 | Loss: 0.5533783280849457 | Accuracy: 0.39
Iter: 3300 | Loss: 0.5540442714095115 | Accuracy: 0.35
Iter: 3400 | Loss: 0.5514628651738167 | Accuracy: 0.44
Iter: 3500 | Loss: 0.5521141475439072 | Accuracy: 0.39
Iter: 3600 | Loss: 0.5559265720844269 | Accuracy: 0.33
Iter: 3700 | Loss: 0.5496717694401742 | Accuracy: 0.48
Iter: 3800 | Loss: 0.5532539334893226 | Accuracy: 0.36
Iter: 3900 | Loss: 0.5551352834701538 | Accuracy: 0.42
Iter: 4000 | Loss: 0.5482595312595367 | Accuracy: 0.41
Iter: 4100 | Loss: 0.5595643800497055 | Accuracy: 0.37
Iter: 4200 | Loss: 0.560664775967598 | Accuracy: 0.26
Iter: 4300 | Loss: 0.5515082776546478 | Accuracy: 0.42
Iter: 4400 | Loss: 0.5531024798750878 | Accuracy: 0.36
Iter: 4500 | Loss: 0.5533500117063522 | Accuracy: 0.34
Iter: 4600 | Loss: 0.5511867478489876 | Accuracy: 0.4
Iter: 4700 | Loss: 0.5512119227647782 | Accuracy: 0.42
Iter: 4800 | Loss: 0.5486101013422012 | Accuracy: 0.45
Iter: 4900 | Loss: 0.5598148348927497 | Accuracy: 0.33
Iter: 4956 | Loss: 0.5442923977971077 | Accuracy: 0.5357142857142857
Validating epoch 2
Saving model...
Epoch: 2 complete | Train Loss: 0.5557090640068054 | Train Accuracy: 0.3617107121242687 | Valid Accuracy: 0.442
Starting training epoch 3
Iter: 0 | Loss: 0.4897952675819397 | Accuracy: 1.0
Iter: 100 | Loss: 0.5587859711050988 | Accuracy: 0.36
Iter: 200 | Loss: 0.5584858936071396 | Accuracy: 0.34
Iter: 300 | Loss: 0.5608525821566581 | Accuracy: 0.33
Iter: 400 | Loss: 0.5660378408432006 | Accuracy: 0.29
Iter: 500 | Loss: 0.5594822725653649 | Accuracy: 0.29
Iter: 600 | Loss: 0.5554087436199189 | Accuracy: 0.36
Iter: 700 | Loss: 0.5571185904741287 | Accuracy: 0.39
Iter: 800 | Loss: 0.5574208825826645 | Accuracy: 0.37
Iter: 900 | Loss: 0.5594977936148644 | Accuracy: 0.36
Iter: 1000 | Loss: 0.560994240641594 | Accuracy: 0.26
Iter: 1100 | Loss: 0.5573127362132072 | Accuracy: 0.34
Iter: 1200 | Loss: 0.5584857258200645 | Accuracy: 0.42
Iter: 1300 | Loss: 0.5518948751688003 | Accuracy: 0.43
Iter: 1400 | Loss: 0.5520399504899979 | Accuracy: 0.37
Iter: 1500 | Loss: 0.5518214890360832 | Accuracy: 0.4
Iter: 1600 | Loss: 0.5485022872686386 | Accuracy: 0.41
Iter: 1700 | Loss: 0.554054394364357 | Accuracy: 0.43
Iter: 1800 | Loss: 0.5522530066967011 | Accuracy: 0.38
Iter: 1900 | Loss: 0.5507681345939637 | Accuracy: 0.4
Iter: 2000 | Loss: 0.5471918532252311 | Accuracy: 0.44
Iter: 2100 | Loss: 0.5578681111335755 | Accuracy: 0.37
Iter: 2200 | Loss: 0.560455017387867 | Accuracy: 0.26
Iter: 2300 | Loss: 0.5546807634830475 | Accuracy: 0.41
Iter: 2400 | Loss: 0.5600870516896248 | Accuracy: 0.32
Iter: 2500 | Loss: 0.5591476511955261 | Accuracy: 0.39
Iter: 2600 | Loss: 0.5477725511789322 | Accuracy: 0.43
Iter: 2700 | Loss: 0.5508822277188301 | Accuracy: 0.46
Iter: 2800 | Loss: 0.5459993928670883 | Accuracy: 0.46
Iter: 2900 | Loss: 0.5552337044477462 | Accuracy: 0.41
Iter: 3000 | Loss: 0.5524983590841294 | Accuracy: 0.48
Iter: 3100 | Loss: 0.5467343112826347 | Accuracy: 0.46
Iter: 3200 | Loss: 0.5526506119966507 | Accuracy: 0.38
Iter: 3300 | Loss: 0.5513588917255402 | Accuracy: 0.38
Iter: 3400 | Loss: 0.5454004752635956 | Accuracy: 0.47
Iter: 3500 | Loss: 0.5489420396089554 | Accuracy: 0.34
Iter: 3600 | Loss: 0.5445611193776131 | Accuracy: 0.5
Iter: 3700 | Loss: 0.5486616906523705 | Accuracy: 0.44
Iter: 3800 | Loss: 0.5504188567399979 | Accuracy: 0.37
Iter: 3900 | Loss: 0.5474199262261391 | Accuracy: 0.44
Iter: 4000 | Loss: 0.5491470250487328 | Accuracy: 0.46
Iter: 4100 | Loss: 0.5519414046406745 | Accuracy: 0.4
Iter: 4200 | Loss: 0.5578306052088737 | Accuracy: 0.32
Iter: 4300 | Loss: 0.5414492672681809 | Accuracy: 0.54
Iter: 4400 | Loss: 0.5548408231139184 | Accuracy: 0.42
Iter: 4500 | Loss: 0.554725063443184 | Accuracy: 0.35
Iter: 4600 | Loss: 0.5541620472073555 | Accuracy: 0.4
Iter: 4700 | Loss: 0.5496834111213684 | Accuracy: 0.47
Iter: 4800 | Loss: 0.5526127180457115 | Accuracy: 0.41
Iter: 4900 | Loss: 0.5476226162910461 | Accuracy: 0.41
Iter: 4956 | Loss: 0.5423748466585364 | Accuracy: 0.5
Validating epoch 3
Epoch: 3 complete | Train Loss: 0.5531930327415466 | Train Accuracy: 0.3956021787371394 | Valid Accuracy: 0.438
Starting training epoch 4
Iter: 0 | Loss: 0.5326582789421082 | Accuracy: 0.0
Iter: 100 | Loss: 0.5587067273259163 | Accuracy: 0.36
Iter: 200 | Loss: 0.5551217150688171 | Accuracy: 0.42
Iter: 300 | Loss: 0.5557749244570732 | Accuracy: 0.43
Iter: 400 | Loss: 0.5618749457597733 | Accuracy: 0.25
Iter: 500 | Loss: 0.5607300728559494 | Accuracy: 0.32
Iter: 600 | Loss: 0.5547144144773484 | Accuracy: 0.36
Iter: 700 | Loss: 0.5545500701665879 | Accuracy: 0.4
Iter: 800 | Loss: 0.5553891804814338 | Accuracy: 0.37
Iter: 900 | Loss: 0.5607181736826896 | Accuracy: 0.33
Iter: 1000 | Loss: 0.5501910209655761 | Accuracy: 0.43
Iter: 1100 | Loss: 0.5603297454118729 | Accuracy: 0.31
Iter: 1200 | Loss: 0.5555727314949036 | Accuracy: 0.41
Iter: 1300 | Loss: 0.5502494075894355 | Accuracy: 0.37
Iter: 1400 | Loss: 0.5528508624434472 | Accuracy: 0.4
Iter: 1500 | Loss: 0.5512626802921295 | Accuracy: 0.41
Iter: 1600 | Loss: 0.5472993510961532 | Accuracy: 0.47
Iter: 1700 | Loss: 0.5480683374404908 | Accuracy: 0.43
Iter: 1800 | Loss: 0.5437210100889206 | Accuracy: 0.5
Iter: 1900 | Loss: 0.550295697748661 | Accuracy: 0.41
Iter: 2000 | Loss: 0.547533032298088 | Accuracy: 0.38
Iter: 2100 | Loss: 0.552581507563591 | Accuracy: 0.39
Iter: 2200 | Loss: 0.5486468952894211 | Accuracy: 0.48
Iter: 2300 | Loss: 0.559484845995903 | Accuracy: 0.34
Iter: 2400 | Loss: 0.56024857878685 | Accuracy: 0.37
Iter: 2500 | Loss: 0.5507038477063179 | Accuracy: 0.39
Iter: 2600 | Loss: 0.5510541865229607 | Accuracy: 0.44
Iter: 2700 | Loss: 0.550953713953495 | Accuracy: 0.46
Iter: 2800 | Loss: 0.5519920107722283 | Accuracy: 0.37
Iter: 2900 | Loss: 0.5520268765091896 | Accuracy: 0.39
Iter: 3000 | Loss: 0.5544896590709686 | Accuracy: 0.41
Iter: 3100 | Loss: 0.554526235461235 | Accuracy: 0.36
Iter: 3200 | Loss: 0.5513437458872795 | Accuracy: 0.33
Iter: 3300 | Loss: 0.5521449160575866 | Accuracy: 0.41
Iter: 3400 | Loss: 0.5474201682209968 | Accuracy: 0.43
Iter: 3500 | Loss: 0.5520308613777161 | Accuracy: 0.43
Iter: 3600 | Loss: 0.5480126681923866 | Accuracy: 0.43
Iter: 3700 | Loss: 0.5452411550283432 | Accuracy: 0.46
Iter: 3800 | Loss: 0.5480372241139412 | Accuracy: 0.41
Iter: 3900 | Loss: 0.5510018700361252 | Accuracy: 0.37
Iter: 4000 | Loss: 0.5421673262119293 | Accuracy: 0.49
Iter: 4100 | Loss: 0.5448949691653252 | Accuracy: 0.51
Iter: 4200 | Loss: 0.5538649603724479 | Accuracy: 0.32
Iter: 4300 | Loss: 0.544556880891323 | Accuracy: 0.47
Iter: 4400 | Loss: 0.5586117136478425 | Accuracy: 0.3
Iter: 4500 | Loss: 0.5537801226973533 | Accuracy: 0.36
Iter: 4600 | Loss: 0.5474056068062783 | Accuracy: 0.43
Iter: 4700 | Loss: 0.5465425843000412 | Accuracy: 0.46
Iter: 4800 | Loss: 0.5494805213809013 | Accuracy: 0.47
Iter: 4900 | Loss: 0.5539890217781067 | Accuracy: 0.4
Iter: 4956 | Loss: 0.5335755103400776 | Accuracy: 0.6071428571428571
Validating epoch 4
Epoch: 4 complete | Train Loss: 0.5518726110458374 | Train Accuracy: 0.40306637078878355 | Valid Accuracy: 0.424
Starting training epoch 5
Iter: 0 | Loss: 0.5549925565719604 | Accuracy: 0.0
Iter: 100 | Loss: 0.5528070664405823 | Accuracy: 0.39
Iter: 200 | Loss: 0.5602873519062996 | Accuracy: 0.3
Iter: 300 | Loss: 0.5595045840740204 | Accuracy: 0.33
Iter: 400 | Loss: 0.5590919885039329 | Accuracy: 0.38
Iter: 500 | Loss: 0.561630426645279 | Accuracy: 0.24
Iter: 600 | Loss: 0.5484728345274925 | Accuracy: 0.47
Iter: 700 | Loss: 0.5589987468719483 | Accuracy: 0.31
Iter: 800 | Loss: 0.5532508087158203 | Accuracy: 0.42
Iter: 900 | Loss: 0.5641071525216103 | Accuracy: 0.32
Iter: 1000 | Loss: 0.5523624789714813 | Accuracy: 0.41
Iter: 1100 | Loss: 0.554967284500599 | Accuracy: 0.34
Iter: 1200 | Loss: 0.5504042223095894 | Accuracy: 0.41
Iter: 1300 | Loss: 0.5505392727255821 | Accuracy: 0.42
Iter: 1400 | Loss: 0.5509059005975723 | Accuracy: 0.4
Iter: 1500 | Loss: 0.5557079949975013 | Accuracy: 0.4
Iter: 1600 | Loss: 0.5476733207702636 | Accuracy: 0.41
Iter: 1700 | Loss: 0.5429302024841308 | Accuracy: 0.48
Iter: 1800 | Loss: 0.5511029055714607 | Accuracy: 0.33
Iter: 1900 | Loss: 0.5488359272480011 | Accuracy: 0.44
Iter: 2000 | Loss: 0.5490578770637512 | Accuracy: 0.42
Iter: 2100 | Loss: 0.5509180039167404 | Accuracy: 0.41
Iter: 2200 | Loss: 0.5564511469006539 | Accuracy: 0.33
Iter: 2300 | Loss: 0.5497427639365197 | Accuracy: 0.43
Iter: 2400 | Loss: 0.5561001986265183 | Accuracy: 0.36
Iter: 2500 | Loss: 0.5513886186480522 | Accuracy: 0.42
Iter: 2600 | Loss: 0.5475635612010956 | Accuracy: 0.38
Iter: 2700 | Loss: 0.5538284480571747 | Accuracy: 0.41
Iter: 2800 | Loss: 0.551759121119976 | Accuracy: 0.38
Iter: 2900 | Loss: 0.5476078855991363 | Accuracy: 0.45
Iter: 3000 | Loss: 0.5497751078009605 | Accuracy: 0.41
Iter: 3100 | Loss: 0.5506924200057983 | Accuracy: 0.38
Iter: 3200 | Loss: 0.5528379252552986 | Accuracy: 0.43
Iter: 3300 | Loss: 0.5512585514783859 | Accuracy: 0.43
Iter: 3400 | Loss: 0.5457221683859825 | Accuracy: 0.37
Iter: 3500 | Loss: 0.5508521819114685 | Accuracy: 0.34
Iter: 3600 | Loss: 0.5472520276904106 | Accuracy: 0.45
Iter: 3700 | Loss: 0.5414446172118187 | Accuracy: 0.43
Iter: 3800 | Loss: 0.5412073495984078 | Accuracy: 0.53
Iter: 3900 | Loss: 0.547806724011898 | Accuracy: 0.44
Iter: 4000 | Loss: 0.5466574883460998 | Accuracy: 0.42
Iter: 4100 | Loss: 0.5498778736591339 | Accuracy: 0.42
Iter: 4200 | Loss: 0.5508080986142159 | Accuracy: 0.39
Iter: 4300 | Loss: 0.5493138113617897 | Accuracy: 0.49
Iter: 4400 | Loss: 0.5497773453593254 | Accuracy: 0.36
Iter: 4500 | Loss: 0.5531527119874954 | Accuracy: 0.35
Iter: 4600 | Loss: 0.550120579302311 | Accuracy: 0.42
Iter: 4700 | Loss: 0.5429792216420174 | Accuracy: 0.45
Iter: 4800 | Loss: 0.5508752486109734 | Accuracy: 0.42
Iter: 4900 | Loss: 0.5467871755361557 | Accuracy: 0.46
Iter: 4956 | Loss: 0.5360185871166843 | Accuracy: 0.5357142857142857
Validating epoch 5
Saving model...
Epoch: 5 complete | Train Loss: 0.5509968996047974 | Train Accuracy: 0.4010490215856365 | Valid Accuracy: 0.448
Starting training epoch 6
Iter: 0 | Loss: 0.5066361427307129 | Accuracy: 1.0
Iter: 100 | Loss: 0.5593402463197709 | Accuracy: 0.38
Iter: 200 | Loss: 0.5605262976884842 | Accuracy: 0.3
Iter: 300 | Loss: 0.5612821733951568 | Accuracy: 0.35
Iter: 400 | Loss: 0.5534427201747895 | Accuracy: 0.35
Iter: 500 | Loss: 0.5622444856166839 | Accuracy: 0.37
Iter: 600 | Loss: 0.5578815788030624 | Accuracy: 0.39
Iter: 700 | Loss: 0.5608106273412704 | Accuracy: 0.3
Iter: 800 | Loss: 0.5500607496500015 | Accuracy: 0.37
Iter: 900 | Loss: 0.5625115182995796 | Accuracy: 0.3
Iter: 1000 | Loss: 0.5544497472047806 | Accuracy: 0.36
Iter: 1100 | Loss: 0.55632647305727 | Accuracy: 0.38
Iter: 1200 | Loss: 0.5524563112854958 | Accuracy: 0.39
Iter: 1300 | Loss: 0.5519078943133354 | Accuracy: 0.35
Iter: 1400 | Loss: 0.5504087260365487 | Accuracy: 0.44
Iter: 1500 | Loss: 0.5479218992590904 | Accuracy: 0.4
Iter: 1600 | Loss: 0.5458421564102173 | Accuracy: 0.42
Iter: 1700 | Loss: 0.5458305677771569 | Accuracy: 0.41
Iter: 1800 | Loss: 0.5504405173659325 | Accuracy: 0.41
Iter: 1900 | Loss: 0.5546851825714111 | Accuracy: 0.4
Iter: 2000 | Loss: 0.5478099602460861 | Accuracy: 0.43
Iter: 2100 | Loss: 0.554221311211586 | Accuracy: 0.39
Iter: 2200 | Loss: 0.5490045383572578 | Accuracy: 0.43
Iter: 2300 | Loss: 0.5490058016777039 | Accuracy: 0.45
Iter: 2400 | Loss: 0.5543705329298974 | Accuracy: 0.47
Iter: 2500 | Loss: 0.5541952750086785 | Accuracy: 0.36
Iter: 2600 | Loss: 0.5489387971162796 | Accuracy: 0.45
Iter: 2700 | Loss: 0.5499605405330658 | Accuracy: 0.44
Iter: 2800 | Loss: 0.5462882152199745 | Accuracy: 0.38
Iter: 2900 | Loss: 0.5441992491483688 | Accuracy: 0.5
Iter: 3000 | Loss: 0.5508143770694732 | Accuracy: 0.33
Iter: 3100 | Loss: 0.5495239016413689 | Accuracy: 0.43
Iter: 3200 | Loss: 0.5491715955734253 | Accuracy: 0.4
Iter: 3300 | Loss: 0.5526619657874108 | Accuracy: 0.4
Iter: 3400 | Loss: 0.5433177545666694 | Accuracy: 0.48
Iter: 3500 | Loss: 0.549844044148922 | Accuracy: 0.34
Iter: 3600 | Loss: 0.5481387513875962 | Accuracy: 0.44
Iter: 3700 | Loss: 0.5482948142290115 | Accuracy: 0.39
Iter: 3800 | Loss: 0.5479559093713761 | Accuracy: 0.39
Iter: 3900 | Loss: 0.5445548883080482 | Accuracy: 0.43
Iter: 4000 | Loss: 0.5454900592565537 | Accuracy: 0.43
Iter: 4100 | Loss: 0.5451078262925148 | Accuracy: 0.44
Iter: 4200 | Loss: 0.5546938648819923 | Accuracy: 0.39
Iter: 4300 | Loss: 0.5451298689842224 | Accuracy: 0.44
Iter: 4400 | Loss: 0.5534200626611709 | Accuracy: 0.36
Iter: 4500 | Loss: 0.5438170477747917 | Accuracy: 0.42
Iter: 4600 | Loss: 0.5379030373692513 | Accuracy: 0.56
Iter: 4700 | Loss: 0.5439769423007965 | Accuracy: 0.45
Iter: 4800 | Loss: 0.5463111430406571 | Accuracy: 0.45
Iter: 4900 | Loss: 0.5452243277430534 | Accuracy: 0.47
Iter: 4956 | Loss: 0.539214950054884 | Accuracy: 0.5
Validating epoch 6
Saving model...
Epoch: 6 complete | Train Loss: 0.5505095720291138 | Train Accuracy: 0.40548718983256 | Valid Accuracy: 0.452
Starting training epoch 7
Iter: 0 | Loss: 0.5426671504974365 | Accuracy: 1.0
Iter: 100 | Loss: 0.55253159314394 | Accuracy: 0.38
Iter: 200 | Loss: 0.5533907815814019 | Accuracy: 0.36
Iter: 300 | Loss: 0.5587905353307724 | Accuracy: 0.3
Iter: 400 | Loss: 0.547894107401371 | Accuracy: 0.46
Iter: 500 | Loss: 0.5596887287497521 | Accuracy: 0.3
Iter: 600 | Loss: 0.5523182469606399 | Accuracy: 0.41
Iter: 700 | Loss: 0.5612643107771873 | Accuracy: 0.32
Iter: 800 | Loss: 0.555779612660408 | Accuracy: 0.33
